Customer_ID,Customer_Name,Age,Sales,Order_Date,Region,Rating
CUST1448,Neha,48.0,422.92,2024-09-01,South,4.0
CUST1449,Rahul,38.0,341.12,2023-08-12,North,4.6
CUST1450,Vikram,59.0,490.6,2022-07-03,South,3.1
CUST1451,Sneha,29.0,643.27,2022-03-18,South,4.7
CUST1452,Sneha,43.0,352.14,2022-03-16,South,4.7
CUST1453,Amit,20.0,575.61,2023-08-16,East,3.3
CUST1454,Rahul,39.0,420.46,2022-08-08,West,
CUST1455,Sneha,51.0,381.07,2025-01-17,South,4.4
CUST1456,Priya,35.0,483.95,2024-08-16,North,2.3
CUST1457,Rahul,59.0,344.71,2024-07-28,South,1.1
CUST1458,Vikram,36.0,416.95,2023-11-22,South,1.7
CUST1459,Sneha,43.0,320.32,2025-08-01,East,1.3
CUST1460,Priya,24.0,794.71,2025-10-02,South,2.9
CUST1461,Rahul,18.0,505.29,2023-05-24,West,1.9
CUST1462,Rahul,39.0,395.04,2023-07-01,North,2.0
CUST1463,Priya,unknown,532.1,2024-01-07,,3.7
CUST1464,Priya,37.0,,2024-08-11,West,3.7
CUST1465,Amit,62.0,466.85,2023-09-29,East,
CUST1466,Priya,32.0,26346,2023-03-29,West,1.6
CUST1467,Sneha,41.0,613.63,2025-05-25,West,4.0
CUST1468,Priya,31.0,420.42,2025-09-22,North,3.1
CUST1469,Rahul,63.0,413.63,2024-12-17,North,4.7
CUST1470,Vikram,21.0,458.74,2022-08-18,South,3.3
CUST1471,Rahul,28.0,154.71,2022-11-03,West,1.5
CUST1472,Vikram,63.0,272.72,2023-02-25,West,1.4
CUST1473,Amit,46.0,705.03,2024-11-11,West,1.5
CUST1474,Vikram,47.0,746.75,2024-04-30,North,3.2
CUST1475,Neha,37.0,error,2025-10-09,North,2.6
CUST1476,Priya,65.0,586.48,2022-01-07,North,1.2
CUST1477,Amit,62.0,546.69,2023-12-07,North,4.7
CUST1478,Amit,48.0,961.83,2022-05-22,East,2.6
CUST1479,Neha,59.0,667.94,2022-10-05,West,2.5
CUST1480,Sneha,46.0,480.81,2024-02-23,West,1.3
CUST1481,Priya,52.0,356.67,2025-09-17,East,1.5
CUST1482,Vikram,43.0,259.03,2025-01-05,South,3.9
CUST1483,Amit,18.0,530.52,2023-04-02,East,2.9
CUST1484,Vikram,45.0,386.55,2025-01-20,West,4.3
CUST1485,Rahul,47.0,26194,2023-05-22,South,2.1
CUST1486,Neha,20.0,403.01,2022-08-20,West,
CUST1487,Priya,33.0,337.77,2022-02-02,North,1.4
CUST1488,Vikram,46.0,753.07,2022-03-10,North,2.0
CUST1489,Sneha,43.0,632.25,2022-04-01,South,3.2
CUST1452,Sneha,43.0,352.14,2022-03-16,South,4.7
CUST1084,Amit,39.0,378.73,2025-01-03,North,4.5
CUST1434,Vikram,48.0,725.35,2025-09-18,West,2.3
CUST1473,Amit,46.0,705.03,2024-11-11,West,1.5
CUST1428,Vikram,55.0,658.76,2025-09-04,South,
CUST1312,Vikram,46.0,623.81,2024-06-15,South,2.5
CUST1030,Vikram,52.0,409.74,2022-11-27,North,3.4
CUST1220,Neha,19.0,847.2,2023-08-28,West,2.1
CUST1483,Amit,18.0,530.52,2023-04-02,East,2.9
CUST1231,Rahul,18.0,532.47,2024-03-19,North,2.8
